id,title,links,published_date,rating,quality,genre,short_description,date_crawl
post-30860,Băng Tuyết Dao,https://ohitv.info/phim-bo/bang-tuyet-dao/,,0.0,,Phim Chính Kịch,"Băng Tuyết Dao nói về Thời kỳ Dân Quốc Trung Quốc, Thẩm Chi Hằng, một ma cà rồng nổi tiếng đã sống hàng trăm năm, suýt bị ám sát bởi một nhóm ...",2024-09-17
post-30860,Băng Tuyết Dao,https://ohitv.info/phim-bo/bang-tuyet-dao/,,0.0,,War & Politics,"Băng Tuyết Dao nói về Thời kỳ Dân Quốc Trung Quốc, Thẩm Chi Hằng, một ma cà rồng nổi tiếng đã sống hàng trăm năm, suýt bị ám sát bởi một nhóm ...",2024-09-17
post-30678,Hoán Vũ,https://ohitv.info/phim-bo/hoan-vu/,,0.0,,Phim Chính Kịch,"Hoán Vũ kể về năm 2007, cô gái 16 tuổi Triệu Thanh Vũ và gia đình cô phải chịu đựng sự đau khổ và tin đồn sau cái chết của chị gái Triệu Bạch Vũ. ...",2024-09-17
post-31081,Mời Công Chúa Về Nhà,https://ohitv.info/phim-bo/moi-cong-chua-ve-nha/,2024-07-28,0.0,,Phim Chính Kịch,"Mời Công Chúa Về Nhà kể về câu chuyện tình cờ, anh gặp Trịnh Kỳ, một sứ giả hôn nhân du hành đến thời hiện đại. Hóa ra Trịnh Kỳ chính là Đỗ Dư ...",2024-09-17
post-30319,Bùng Cháy Nào! Cô Gái Bóng Chuyền,https://ohitv.info/phim-bo/bung-chay-nao-co-gai-bong-chuyen/,2024-07-27,0.0,,Phim Chính Kịch,"Bùng Cháy Nào! Cô Gái Bóng Chuyền nói về cầu thủ bóng chuyền thiên tài 18 tuổi, Trần Vi Lan, nhận một cú sốc lớn sau khi không đủ điều kiện tham ...",2024-09-17
post-30305,Nhật Ký Của Triệu Tiểu Thư,https://ohitv.info/phim-bo/nhat-ky-cua-trieu-tieu-thu/,2024-07-27,0.0,,Phim Bí Ẩn,"Nhật Ký Của Triệu Tiểu Thư kể về một lô di tích văn hóa, có một cuốn nhật ký đang cần được phục chế gấp. Liu Yuan, một nhà phục chế trẻ tuổi chân ...",2024-09-17
post-30305,Nhật Ký Của Triệu Tiểu Thư,https://ohitv.info/phim-bo/nhat-ky-cua-trieu-tieu-thu/,2024-07-27,0.0,,Phim Chính Kịch,"Nhật Ký Của Triệu Tiểu Thư kể về một lô di tích văn hóa, có một cuốn nhật ký đang cần được phục chế gấp. Liu Yuan, một nhà phục chế trẻ tuổi chân ...",2024-09-17
post-29747,Ôm Nhau Trong Đêm Tối,https://ohitv.info/phim-bo/om-nhau-trong-dem-toi/,2024-08-06,0.0,,Phim Chính Kịch,"Ôm Nhau Trong Đêm Tối kể về một loạt các tội ác chưa từng có được thực hiện bởi một nhóm lừa đảo đất đai xảo quyệt, họ sử dụng việc bán bất động ...",2024-09-17
post-30379,4 Phút,https://ohitv.info/phim-bo/4-phut/,2024-07-26,0.0,,Phim Chính Kịch,Trong bộ phim 4 Phút – Great là một sinh viên đại học từ Khoa Quản trị Kinh doanh và là con trai của một chủ doanh nghiệp giàu có. Đột ...,2024-09-17
post-29458,Ngày Ta Gặp Nhau,https://ohitv.info/phim-bo/ngay-ta-gap-nhau/,,0.0,,Phim Chính Kịch,"Ngày Ta Gặp Nhau kể về nhân viên kế hoạch của công ty quảng cáo Thương Tâm, Hứa Mộ, vừa trải qua thất bại trong buổi xem mắt lần thứ sáu. Tuy ...",2024-09-17
post-29477,Lần Kết Hôn Đầu Tiên,https://ohitv.info/phim-bo/lan-ket-hon-dau-tien/,2024-07-25,0.0,,Phim Chính Kịch,"Bộ phim kể về câu chuyện của Phùng Vũ Tễ, một cô gái đã mai danh ẩn tính đi du học, với mục đích báo thù cho người chị song sinh của mình. Cô giả ...",2024-09-17
post-29516,Hữu Hoa Tại Châu,https://ohitv.info/phim-bo/huu-hoa-tai-chau/,2024-07-25,0.0,,Phim Chính Kịch,"Câu chuyện kể về tiểu vương gia Ninh Huyền Châu bị ép trở thành con tin của quốc gia địch. Ngay ngày đầu tiên, anh đã bị Hoa công tử mạnh mẽ ...",2024-09-17
post-29516,Hữu Hoa Tại Châu,https://ohitv.info/phim-bo/huu-hoa-tai-chau/,2024-07-25,0.0,,Phim Lãng Mạn,"Câu chuyện kể về tiểu vương gia Ninh Huyền Châu bị ép trở thành con tin của quốc gia địch. Ngay ngày đầu tiên, anh đã bị Hoa công tử mạnh mẽ ...",2024-09-17
post-30536,Decameron: Mười ngày,https://ohitv.info/phim-bo/decameron-muoi-ngay/,2024-07-25,4.545,,Phim Chính Kịch,Decameron: Mười ngày – Decameron: Mười ngày (2024) là một bộ phim lấy cảm hứng từ tác phẩm văn học kinh điển “The Decameron” của ...,2024-09-17
post-30536,Decameron: Mười ngày,https://ohitv.info/phim-bo/decameron-muoi-ngay/,2024-07-25,4.545,,Phim Hài,Decameron: Mười ngày – Decameron: Mười ngày (2024) là một bộ phim lấy cảm hứng từ tác phẩm văn học kinh điển “The Decameron” của ...,2024-09-17
post-29609,Lừa Đảo ở Tokyo,https://ohitv.info/phim-bo/lua-dao-o-tokyo/,2024-07-25,0.0,,Phim Chính Kịch,"Câu chuyện tiết lộ một loạt các tội ác chưa từng có được thực hiện bởi một nhóm lừa đảo đất đai xảo quyệt, họ sử dụng việc bán bất động sản làm ...",2024-09-17
post-29609,Lừa Đảo ở Tokyo,https://ohitv.info/phim-bo/lua-dao-o-tokyo/,2024-07-25,0.0,,Phim Hình Sự,"Câu chuyện tiết lộ một loạt các tội ác chưa từng có được thực hiện bởi một nhóm lừa đảo đất đai xảo quyệt, họ sử dụng việc bán bất động sản làm ...",2024-09-17
post-30326,Gặp Anh Trong Mơ,https://ohitv.info/phim-bo/gap-anh-trong-mo/,2024-07-24,8.0,,Phim Bí Ẩn,"Ai và P’Yu – cậu bạn hàng xóm luôn có tài năng làm cậu phát điên – đã là kẻ thù từ thuở nhỏ. Tuy nhiên, đột nhiên, Yu bắt đầu xuất hiện ...",2024-09-17
post-30326,Gặp Anh Trong Mơ,https://ohitv.info/phim-bo/gap-anh-trong-mo/,2024-07-24,8.0,,Phim Chính Kịch,"Ai và P’Yu – cậu bạn hàng xóm luôn có tài năng làm cậu phát điên – đã là kẻ thù từ thuở nhỏ. Tuy nhiên, đột nhiên, Yu bắt đầu xuất hiện ...",2024-09-17
post-29484,Che Giấu Lãng Mạn,https://ohitv.info/phim-bo/che-giau-lang-man/,2024-07-31,0.0,,Phim Chính Kịch,"Tu Xiao Ning, quản lý sảnh đang trong giai đoạn thử việc quan trọng tại tầng trệt của Tòa nhà Huayuan. Ji Yu Heng, một tài năng trẻ làm việc tại ...",2024-09-17
post-29484,Che Giấu Lãng Mạn,https://ohitv.info/phim-bo/che-giau-lang-man/,2024-07-31,0.0,,Phim Hài,"Tu Xiao Ning, quản lý sảnh đang trong giai đoạn thử việc quan trọng tại tầng trệt của Tòa nhà Huayuan. Ji Yu Heng, một tài năng trẻ làm việc tại ...",2024-09-17
post-34385,Tình Khó Kiềm Chế,https://ohitv.info/phim-bo/tinh-kho-kiem-che/,2024-07-22,0.0,,Phim Chính Kịch,"Tình Khó Kiềm Chế – Tình Khó Kiềm Chế (2024) Vân Phi Phi, bổ đầu của Lục Phiến Môn và Cố Lâm Uyên, một nhân vật quyền cao chức trọng trong ...",2024-09-17
post-37699,Âm Sơn Thủ Lăng Nhân,https://ohitv.info/phim-le/am-son-thu-lang-nhan/,2024-07-20,0.0,,Phim Bí Ẩn,"“Âm Sơn Thủ Lăng Nhân” là một câu chuyện ly kỳ, kịch tính về cuộc săn lùng một bảo vật cổ xưa chôn giấu dưới chân núi Âm Sơn. Ngôi mộ ...",2024-09-17
post-37699,Âm Sơn Thủ Lăng Nhân,https://ohitv.info/phim-le/am-son-thu-lang-nhan/,2024-07-20,0.0,,Phim Chính Kịch,"“Âm Sơn Thủ Lăng Nhân” là một câu chuyện ly kỳ, kịch tính về cuộc săn lùng một bảo vật cổ xưa chôn giấu dưới chân núi Âm Sơn. Ngôi mộ ...",2024-09-17
post-37699,Âm Sơn Thủ Lăng Nhân,https://ohitv.info/phim-le/am-son-thu-lang-nhan/,2024-07-20,0.0,,Phim Hành Động,"“Âm Sơn Thủ Lăng Nhân” là một câu chuyện ly kỳ, kịch tính về cuộc săn lùng một bảo vật cổ xưa chôn giấu dưới chân núi Âm Sơn. Ngôi mộ ...",2024-09-17
post-27229,Chủ Nhà,https://ohitv.info/phim-bo/chu-nha/,2024-07-18,8.0,,Phim Bí Ẩn,"Chủ nhà (2024) Bộ phim “Chủ nhà” kể về một gia đình rơi vào cuộc tranh giành quyền lực đầy căng thẳng sau khi vị gia chủ qua đời, để ...",2024-09-17
post-27229,Chủ Nhà,https://ohitv.info/phim-bo/chu-nha/,2024-07-18,8.0,,Phim Chính Kịch,"Chủ nhà (2024) Bộ phim “Chủ nhà” kể về một gia đình rơi vào cuộc tranh giành quyền lực đầy căng thẳng sau khi vị gia chủ qua đời, để ...",2024-09-17
post-28243,Những Kẻ Quyết Tử,https://ohitv.info/phim-bo/nhung-ke-quyet-tu/,2024-07-18,7.625,,Phim Chiến Tranh,Những Kẻ Quyết Tử kể về cuộc đời của Hoàng đế La Mã Vespasian (do Anthony Hopkins thủ vai) sau khi ông lên ngôi nhờ vào những cuộc bạo loạn đẫm ...,2024-09-17
post-28243,Những Kẻ Quyết Tử,https://ohitv.info/phim-bo/nhung-ke-quyet-tu/,2024-07-18,7.625,,Phim Chính Kịch,Những Kẻ Quyết Tử kể về cuộc đời của Hoàng đế La Mã Vespasian (do Anthony Hopkins thủ vai) sau khi ông lên ngôi nhờ vào những cuộc bạo loạn đẫm ...,2024-09-17
post-27553,Bắt Búp Bê,https://ohitv.info/phim-le/bat-bup-be/,2024-07-13,6.9,CAM,Phim Chính Kịch,"Diễn viên: Thẩm Đằng, Mã Lệ Bắt Búp Bê có nội dung kể về hai vợ chồng nhà giàu Mã Thành Chương (Thẩm Đằng) và Xuân Lan (Mã Lệ), họ sinh hai người ...",2024-09-17
post-27553,Bắt Búp Bê,https://ohitv.info/phim-le/bat-bup-be/,2024-07-13,6.9,CAM,Phim Hài,"Diễn viên: Thẩm Đằng, Mã Lệ Bắt Búp Bê có nội dung kể về hai vợ chồng nhà giàu Mã Thành Chương (Thẩm Đằng) và Xuân Lan (Mã Lệ), họ sinh hai người ...",2024-09-17
post-24844,Phép Màu Tình Yêu Trăm Năm,https://ohitv.info/phim-bo/phep-mau-tinh-yeu-tram-nam/,2024-07-10,0.0,,Phim Chính Kịch,"“Century of Love” kể về San, một người đàn ông chung thủy hết lòng vì tình yêu của mình. Anh đã dành cả cuộc đời để chờ đợi người yêu ...",2024-09-17
post-31392,Cho Đến Khi Tôi Phá Hủy Gia Đình Của Chồng,https://ohitv.info/phim-bo/cho-den-khi-toi-pha-huy-gia-dinh-chong/,2024-07-08,0.0,,Phim Chính Kịch,"Cho Đến Khi Tôi Phá Hủy Gia Đình Của Chồng kể về Kisaragi Minori, người từng nghĩ rằng mình có một gia đình hạnh phúc với tình yêu trong sáng từ ...",2024-09-17
post-24091,Thời Gian Rực Rỡ,https://ohitv.info/phim-bo/thoi-gian-ruc-ro/,2024-07-06,0.0,,Phim Chính Kịch,"Phá vỡ mô hình truyền thống của những bộ phim tuổi trẻ, đây là một câu chuyện về cuộc sống trên khuôn viên trường học, tập trung vào tình bạn, ...",2024-09-17
post-24091,Thời Gian Rực Rỡ,https://ohitv.info/phim-bo/thoi-gian-ruc-ro/,2024-07-06,0.0,,Phim Lãng Mạn,"Phá vỡ mô hình truyền thống của những bộ phim tuổi trẻ, đây là một câu chuyện về cuộc sống trên khuôn viên trường học, tập trung vào tình bạn, ...",2024-09-17
post-24740,Làng Triệt Sản,https://ohitv.info/phim-bo/lang-triet-san/,2024-07-05,0.0,,Phim Chính Kịch,"Tại ngôi làng nhỏ và đẹp như tranh vẽ Onghwa, ông Kim, trưởng làng, rơi vào một tình huống hài hước nhưng đầy phức tạp. Làng đã từ lâu bị phiền ...",2024-09-17
post-24740,Làng Triệt Sản,https://ohitv.info/phim-bo/lang-triet-san/,2024-07-05,0.0,,Phim Hài,"Tại ngôi làng nhỏ và đẹp như tranh vẽ Onghwa, ông Kim, trưởng làng, rơi vào một tình huống hài hước nhưng đầy phức tạp. Làng đã từ lâu bị phiền ...",2024-09-17
post-27968,Thần Thoại 2,https://ohitv.info/phim-le/than-thoai-2/,2024-07-05,6.4,1080p,Phim Chính Kịch,Giáo sư khảo cổ học Chen phát hiện ra rằng kết cấu của các di vật văn hóa được các sinh viên của ông phát hiện trong quá trình khảo sát sông băng ...,2024-09-17
post-27968,Thần Thoại 2,https://ohitv.info/phim-le/than-thoai-2/,2024-07-05,6.4,1080p,Phim Giả Tượng,Giáo sư khảo cổ học Chen phát hiện ra rằng kết cấu của các di vật văn hóa được các sinh viên của ông phát hiện trong quá trình khảo sát sông băng ...,2024-09-17
post-27968,Thần Thoại 2,https://ohitv.info/phim-le/than-thoai-2/,2024-07-05,6.4,1080p,Phim Hành Động,Giáo sư khảo cổ học Chen phát hiện ra rằng kết cấu của các di vật văn hóa được các sinh viên của ông phát hiện trong quá trình khảo sát sông băng ...,2024-09-17
post-27968,Thần Thoại 2,https://ohitv.info/phim-le/than-thoai-2/,2024-07-05,6.4,1080p,Phim Phiêu Lưu,Giáo sư khảo cổ học Chen phát hiện ra rằng kết cấu của các di vật văn hóa được các sinh viên của ông phát hiện trong quá trình khảo sát sông băng ...,2024-09-17
post-23794,Tình Yêu Này Không Có Đậu Đũa,https://ohitv.info/phim-bo/tinh-yeu-nay-khong-co-dau-dua/,2024-07-05,0.0,,Phim Chính Kịch,"Tình Yêu Này Không Có Đậu Đũa (2024) mở ra một góc nhìn sâu sắc vào cuộc đời của Chef Aob, một đầu bếp danh tiếng đã dành cả đời mình để nâng cao ...",2024-09-17
post-23829,Cộng Sự Hoàn Hảo,https://ohitv.info/phim-bo/cong-su-hoan-hao/,2024-07-12,0.0,,Phim Chính Kịch,"Cha Eun Kyung là một luật sư sao chổi kỳ cựu với 17 năm kinh nghiệm tại Văn phòng luật Daejung, chuyên về lĩnh vực luật ly hôn. Trong khi xử lý ...",2024-09-17
post-23881,Phải Chăng Là Định Mệnh?,https://ohitv.info/phim-bo/phai-chang-la-dinh-menh/,2024-07-22,0.0,,Phim Chính Kịch,"Phải Chăng Là Định Mệnh? – Trong năm cuối cấp ba, Lee Hong Ju đã phải lòng một cách mãnh liệt. Nhưng lần đầu tiên trải qua tình yêu này đã ...",2024-09-17
post-23881,Phải Chăng Là Định Mệnh?,https://ohitv.info/phim-bo/phai-chang-la-dinh-menh/,2024-07-22,0.0,,Phim Hài,"Phải Chăng Là Định Mệnh? – Trong năm cuối cấp ba, Lee Hong Ju đã phải lòng một cách mãnh liệt. Nhưng lần đầu tiên trải qua tình yêu này đã ...",2024-09-17
post-26176,Mặc Sát,https://ohitv.info/phim-le/mac-sat/,2024-07-03,6.7,CAM,Phim Bí Ẩn,Nữ sinh trung học Huệ Quân (do Từ Kiều thủ vai) bị bắt nạt trong thời gian dài và cuối cùng đã rơi từ trên cao xuống và qua đời. Bạo lực không ...,2024-09-17
post-26176,Mặc Sát,https://ohitv.info/phim-le/mac-sat/,2024-07-03,6.7,CAM,Phim Chính Kịch,Nữ sinh trung học Huệ Quân (do Từ Kiều thủ vai) bị bắt nạt trong thời gian dài và cuối cùng đã rơi từ trên cao xuống và qua đời. Bạo lực không ...,2024-09-17
post-26176,Mặc Sát,https://ohitv.info/phim-le/mac-sat/,2024-07-03,6.7,CAM,Phim Hình Sự,Nữ sinh trung học Huệ Quân (do Từ Kiều thủ vai) bị bắt nạt trong thời gian dài và cuối cùng đã rơi từ trên cao xuống và qua đời. Bạo lực không ...,2024-09-17
post-30944,Tẩu Thoát,https://ohitv.info/phim-le/tau-thoat/,2024-07-03,6.9,1080p,Phim Chính Kịch,Bộ phim “Tẩu Thoát” kể về câu chuyện của hai số phận đan xen nhau ở hai bên đối diện của hàng rào sắt. Một bên là người lính Triều ...,2024-09-17
post-30944,Tẩu Thoát,https://ohitv.info/phim-le/tau-thoat/,2024-07-03,6.9,1080p,Phim Hành Động,Bộ phim “Tẩu Thoát” kể về câu chuyện của hai số phận đan xen nhau ở hai bên đối diện của hàng rào sắt. Một bên là người lính Triều ...,2024-09-17
post-23130,Em Đẹp Hơn Cả Ánh Sao,https://ohitv.info/phim-bo/em-dep-hon-ca-anh-sao/,2024-07-02,0.0,,Phim Chính Kịch,"Em Đẹp Hơn Cả Ánh Sao là bộ phim kể về câu chuyện của Ji Xing, một nhân viên công nghệ tận tâm đã quyết định từ bỏ công việc để theo đuổi giấc mơ ...",2024-09-17
post-23235,Khởi Đầu Của Biển Cả,https://ohitv.info/phim-bo/khoi-dau-cua-bien-ca/,2024-07-01,0.0,,Phim Chính Kịch,"Tsukioka Natsu, 28 tuổi, độc thân và làm việc cho một công ty in ấn ở Tokyo. Một ngày nọ, anh nghe tin Nagumo Mizuki đã qua đời. Họ từng có một ...",2024-09-17
post-23235,Khởi Đầu Của Biển Cả,https://ohitv.info/phim-bo/khoi-dau-cua-bien-ca/,2024-07-01,0.0,,Phim Gia Đình,"Tsukioka Natsu, 28 tuổi, độc thân và làm việc cho một công ty in ấn ở Tokyo. Một ngày nọ, anh nghe tin Nagumo Mizuki đã qua đời. Họ từng có một ...",2024-09-17
post-23058,Cô Chiến Mê Thành,https://ohitv.info/phim-bo/co-chien-me-thanh/,2024-06-29,0.0,,Phim Bí Ẩn,"Cô Chiến Mê Thành với sự tham gia của các diễn Viên: Hoàng Cảnh Du, Tân Chỉ Lôi Bộ phim tập trung vào câu chuyện của Ou Xiao An, một thành viên ...",2024-09-17
post-23058,Cô Chiến Mê Thành,https://ohitv.info/phim-bo/co-chien-me-thanh/,2024-06-29,0.0,,Phim Chính Kịch,"Cô Chiến Mê Thành với sự tham gia của các diễn Viên: Hoàng Cảnh Du, Tân Chỉ Lôi Bộ phim tập trung vào câu chuyện của Ou Xiao An, một thành viên ...",2024-09-17
post-22887,Châu Ngọc Kề Bên,https://ohitv.info/phim-bo/chau-ngoc-ke-ben/,2024-06-28,0.0,,Phim Chính Kịch,"Sun Dandan, mồ côi từ nhỏ, đã lớn lên với trí thông minh và đam mê kinh doanh. Sau khi bước vào biệt thự gia đình họ Bài, cô phải đối mặt với sự ...",2024-09-17
post-22945,Cơn Lốc,https://ohitv.info/phim-bo/con-loc/,2024-06-28,0.0,,Phim Chính Kịch,Phó thủ tướng kinh tế chống đối thủ tướng khi thủ tướng muốn nhổ tận gốc các thế lực tham nhũng. Thế là cuộc xung đột bão tố nổ ra!,2024-09-17
post-22945,Cơn Lốc,https://ohitv.info/phim-bo/con-loc/,2024-06-28,0.0,,War & Politics,Phó thủ tướng kinh tế chống đối thủ tướng khi thủ tướng muốn nhổ tận gốc các thế lực tham nhũng. Thế là cuộc xung đột bão tố nổ ra!,2024-09-17
post-22713,Nhiên Tâm,https://ohitv.info/phim-bo/nhien-tam/,2024-06-27,0.0,,Phim Chính Kịch,"Nhiên Tâm là phim truyền hình cổ trang hành động và bí ẩn. Phim kể về Fu Yun Yue, người đứng thứ hai của bang Long Thành Xích Diễm, đã không nghe ...",2024-09-17
post-23999,Sáu tháng và một năm,https://ohitv.info/phim-le/sau-thang-va-mot-nam/,2024-06-26,7.3,1080p,Phim Chính Kịch,"“Sáu tháng và một năm” (2024) là bộ phim tình cảm cảm động, khai thác hành trình ý nghĩa của hai linh hồn trẻ tuổi đang đối mặt với ...",2024-09-17
post-23999,Sáu tháng và một năm,https://ohitv.info/phim-le/sau-thang-va-mot-nam/,2024-06-26,7.3,1080p,Phim Lãng Mạn,"“Sáu tháng và một năm” (2024) là bộ phim tình cảm cảm động, khai thác hành trình ý nghĩa của hai linh hồn trẻ tuổi đang đối mặt với ...",2024-09-17
post-22715,Nguyệt Thượng Triêu Nhan,https://ohitv.info/phim-bo/nguyet-thuong-trieu-nhan/,2024-06-26,0.0,,Phim Chính Kịch,"“Nguyệt Thượng Triêu Nhan” (2024) là một bộ phim tình cảm giả tưởng đặc sắc. Vân Triêu Nhan, nữ chính của phim, sở hữu khả năng đặc ...",2024-09-17
post-22615,Người Yêu Blind Box Của Tôi,https://ohitv.info/phim-bo/nguoi-yeu-blind-box-cua-toi/,2024-06-25,0.0,,Phim Chính Kịch,"“Người Yêu Blind Box Của Tôi” là câu chuyện xoay quanh Tô Noãn Noãn, một nhà thiết kế đồ chơi blind box đơn giản, ngày ngày tất bật ...",2024-09-17
post-22476,Nguyệt Mãn Vân Tri,https://ohitv.info/phim-bo/nguyet-man-van-tri/,,0.0,,Phim Chính Kịch,"Trong khi những bí mật cũ dần được khơi lại, Lý Vân Trí và Diệp Lăng Nguyệt đối mặt với nhiều thách thức mới. Trong quá trình sát cánh bên nhau, ...",2024-09-17
post-23272,Bí Mật Của Chúng Ta,https://ohitv.info/phim-bo/bi-mat-cua-chung-ta/,2024-06-24,7.0,,Phim Chính Kịch,"Bộ phim Bí Mật Của Chúng Ta nói về tiến sĩ Fahlada, được biết đến như một “bác sĩ thiên thần” vì sự ân cần trong công việc, mang ...",2024-09-17
post-22860,Vương Phi Tai Tiếng,https://ohitv.info/phim-bo/vuong-phi-tai-tieng/,2024-06-19,0.0,,Phim Chính Kịch,"Trong cuộc phiêu lưu của mình tại Kiến Khang, Liang Hong dần khám phá ra rằng việc bị “ép cưới” không chỉ đơn thuần là một trò cười. ...",2024-09-17
post-21713,Mĩ Nhân Công Lược,https://ohitv.info/phim-bo/mi-nhan-cong-luoc/,2024-06-18,0.0,,Phim Chính Kịch,"Lục địa Hyun-kun từng là một vùng đất thịnh vượng được cai trị bởi năm gia tộc quyền lực. Tuy nhiên, sáu năm trước, một cuộc chiến tàn khốc đã nổ ...",2024-09-17
post-21637,Liệt Diễm Tân Nương,https://ohitv.info/phim-bo/liet-diem-tan-nuong/,2024-06-17,0.0,,Phim Chính Kịch,"Trong những năm đầu của thời kỳ Dân Quốc, khi các quân phiệt chia cắt đất nước, những cuộc chiến tranh tranh giành danh lợi diễn ra liên tục, gây ...",2024-09-17
post-21507,Hiểu Triều Tịch,https://ohitv.info/phim-bo/hieu-trieu-tich/,,0.0,,Phim Chính Kịch,Một mảnh ngọc bội bí ẩn đã mang hai người trở về từ cõi chết và vô tình khởi đầu một hành trình phiêu lưu đầy bất ngờ. Nguyệt Linh và Chu Thời Vũ ...,2024-09-17
post-21507,Hiểu Triều Tịch,https://ohitv.info/phim-bo/hieu-trieu-tich/,,0.0,,Sci-Fi & Fantasy,Một mảnh ngọc bội bí ẩn đã mang hai người trở về từ cõi chết và vô tình khởi đầu một hành trình phiêu lưu đầy bất ngờ. Nguyệt Linh và Chu Thời Vũ ...,2024-09-17
post-23310,SunsetxVibes: Rung Cảm Hoàng Hôn,https://ohitv.info/phim-bo/sunsetxvibes-rung-cam-hoang-hon/,2024-06-15,10.0,,Phim Chính Kịch,"SunsetxVibes: Rung Cảm Hoàng Hôn bộ phim nói về Salin, một thanh niên nhạy cảm và mơ mộng, luôn nuôi dưỡng trong trái tim mình hình ảnh của người ...",2024-09-17
post-21209,Đầu Gấu Ngọt Ngào,https://ohitv.info/phim-bo/dau-gau-ngot-ngao/,2024-06-12,0.0,,Phim Chính Kịch,"Seo Ji Hwan, một cựu gangster, bắt đầu hành trình chuộc lỗi và rời bỏ quá khứ đầy rắc rối của mình. Quyết tâm thay đổi cuộc đời, anh đi khắp Hàn ...",2024-09-17
post-21557,Những Mảnh Ghép Cảm Xúc 2,https://ohitv.info/phim-le/nhung-manh-ghep-cam-xuc-2/,2024-06-11,0.0,CAM,Phim Chính Kịch,Những Mảnh Ghép Cảm Xúc 2 – Những Mảnh Ghép Cảm Xúc 2 (2024) Những Mảnh Ghép Cảm Xúc 2 sẽ quay trở lại phần tâm trí mới của cô bé thiếu niên ...,2024-09-17
post-21557,Những Mảnh Ghép Cảm Xúc 2,https://ohitv.info/phim-le/nhung-manh-ghep-cam-xuc-2/,2024-06-11,0.0,CAM,Phim Gia Đình,Những Mảnh Ghép Cảm Xúc 2 – Những Mảnh Ghép Cảm Xúc 2 (2024) Những Mảnh Ghép Cảm Xúc 2 sẽ quay trở lại phần tâm trí mới của cô bé thiếu niên ...,2024-09-17
post-21557,Những Mảnh Ghép Cảm Xúc 2,https://ohitv.info/phim-le/nhung-manh-ghep-cam-xuc-2/,2024-06-11,0.0,CAM,Phim Hài,Những Mảnh Ghép Cảm Xúc 2 – Những Mảnh Ghép Cảm Xúc 2 (2024) Những Mảnh Ghép Cảm Xúc 2 sẽ quay trở lại phần tâm trí mới của cô bé thiếu niên ...,2024-09-17
post-21557,Những Mảnh Ghép Cảm Xúc 2,https://ohitv.info/phim-le/nhung-manh-ghep-cam-xuc-2/,2024-06-11,0.0,CAM,Phim Hoạt Hình,Những Mảnh Ghép Cảm Xúc 2 – Những Mảnh Ghép Cảm Xúc 2 (2024) Những Mảnh Ghép Cảm Xúc 2 sẽ quay trở lại phần tâm trí mới của cô bé thiếu niên ...,2024-09-17
post-21557,Những Mảnh Ghép Cảm Xúc 2,https://ohitv.info/phim-le/nhung-manh-ghep-cam-xuc-2/,2024-06-11,0.0,CAM,Phim Phiêu Lưu,Những Mảnh Ghép Cảm Xúc 2 – Những Mảnh Ghép Cảm Xúc 2 (2024) Những Mảnh Ghép Cảm Xúc 2 sẽ quay trở lại phần tâm trí mới của cô bé thiếu niên ...,2024-09-17
post-21168,Ngộ Tình,https://ohitv.info/phim-bo/ngo-tinh/,2024-06-10,0.0,,Phim Chính Kịch,"Bộ phim kể về câu chuyện của Giang Thời Thiển, một cô gái cao lãnh, xinh đẹp và kiêu sa, từng trải qua những biến cố đầy đau khổ khi bị bắt nạt ...",2024-09-17
post-21168,Ngộ Tình,https://ohitv.info/phim-bo/ngo-tinh/,2024-06-10,0.0,,Phim Ngắn,"Bộ phim kể về câu chuyện của Giang Thời Thiển, một cô gái cao lãnh, xinh đẹp và kiêu sa, từng trải qua những biến cố đầy đau khổ khi bị bắt nạt ...",2024-09-17
post-21197,Lễ Tốt Nghiệp Của Bạn Tôi,https://ohitv.info/phim-bo/le-tot-nghiep-cua-ban-toi/,2024-06-10,0.0,,Phim Chính Kịch,Seung Bae là một ông cụ “hòa đồng” bước vào đại học ở tuổi 75 để thực hiện ước mơ cuối cùng của mình. Min Goo là một thanh niên ...,2024-09-17
post-23351,Love Sea: Phải Lòng Đại Dương,https://ohitv.info/phim-bo/love-sea-phai-long-dai-duong/,2024-06-09,6.0,,Phim Chính Kịch,"“Love Sea: Phải Lòng Đại Dương” (2024) khai thác chuyện tình giữa Tongrak, một tiểu thuyết gia nổi tiếng với những tác phẩm lãng mạn, ...",2024-09-17
post-20902,Tiên Quân Hữu Kiếp,https://ohitv.info/phim-bo/tien-quan-huu-kiep/,2024-06-07,0.0,,Phim Chính Kịch,"Lục Ninh xuyên không vào một thế giới ảo. Chỉ khi nào có được con chip của Dạ Vô Danh, sát thủ số một của tộc Huyền Linh, cô mới có thể tìm ra sự ...",2024-09-17
post-20902,Tiên Quân Hữu Kiếp,https://ohitv.info/phim-bo/tien-quan-huu-kiep/,2024-06-07,0.0,,Phim Ngắn,"Lục Ninh xuyên không vào một thế giới ảo. Chỉ khi nào có được con chip của Dạ Vô Danh, sát thủ số một của tộc Huyền Linh, cô mới có thể tìm ra sự ...",2024-09-17
post-37523,Thiếu Niên Không Thấy Bóng,https://ohitv.info/phim-bo/thieu-nien-khong-thay-bong/,2024-06-06,7.2,,Phim Bí Ẩn,"“Thiếu Niên Không Thấy Bóng” là một bộ phim trinh thám ly kỳ với nhiều tầng ý nghĩa và lớp bi kịch, diễn ra trong bối cảnh u ám của ...",2024-09-17
